Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
14.706;271;;270rounds;Yes;No;4;0.61583;0.79353;0.08636;0.28249;2.81654;Atlas3@244;Group19@245;AgentBuyogMain@246;AgentW@247;0.6158333333333333;0.7047964061501943;0.793532840191558;0.7023803500000001;0.6158333333333333;0.7047964061501943;0.793532840191558;0.7023803500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
8.924;219;;270rounds;Yes;No;4;0.59524;0.85225;0.00000;0.27385;2.98877;AgentW@248;Group19@249;AgentBuyogMain@250;Atlas3@251;0.69;0.8522529669934003;0.8512769996675457;0.59523755;0.69;0.8522529669934003;0.8512769996675457;0.59523755;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
12.387;271;;270rounds;Yes;No;4;0.62489;0.86583;0.00000;0.14970;2.95062;AgentBuyogMain@252;Group19@253;AgentW@254;Atlas3@255;0.8658333333333332;0.7218053051923241;0.6248907333017644;0.7380945999999999;0.8658333333333332;0.7218053051923241;0.6248907333017644;0.7380945999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
13.563;236;;270rounds;Yes;No;4;0.60714;0.84506;0.00000;0.24624;2.99118;Group19@256;AgentW@257;AgentBuyogMain@258;Atlas3@259;0.7250000000000001;0.813972655466302;0.8450642903160794;0.607142275;0.7250000000000001;0.813972655466302;0.8450642903160794;0.607142275;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
14.040;234;;270rounds;Yes;No;4;0.56124;0.83794;0.00000;0.36153;2.89085;Atlas3@260;AgentW@261;AgentBuyogMain@262;Group19@263;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
16.282;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;AgentW@264;Atlas3@265;AgentBuyogMain@266;Group19@267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
12.295;196;;270rounds;Yes;No;4;0.45366;0.90476;0.00000;0.41353;2.92674;AgentBuyogMain@268;Atlas3@269;AgentW@270;Group19@271;0.8958333333333334;0.4536614957639661;0.6724889880668964;0.9047611;0.8958333333333334;0.4536614957639661;0.6724889880668964;0.9047611;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
11.055;186;;270rounds;Yes;No;4;0.67857;0.91209;0.00000;0.13753;3.09242;Group19@272;AgentBuyogMain@273;AgentW@274;Atlas3@275;0.7725;0.9120887338395958;0.7292599480062285;0.6785708500000001;0.7725;0.9120887338395958;0.7292599480062285;0.6785708500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
16.180;269;;270rounds;Yes;No;4;0.56124;0.83794;0.00000;0.36153;2.89085;Atlas3@276;AgentBuyogMain@277;AgentW@278;Group19@279;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
17.397;271;;270rounds;Yes;No;4;0.41401;0.82143;0.09346;0.45655;2.68798;AgentW@280;AgentBuyogMain@281;Atlas3@282;Group19@283;0.6900000000000001;0.41401302198847756;0.7625355065073923;0.8214278250000001;0.6900000000000001;0.41401302198847756;0.7625355065073923;0.8214278250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
21.137;269;;270rounds;Yes;No;4;0.68493;0.88167;0.00000;0.16221;3.05710;AgentBuyogMain@284;AgentW@285;Atlas3@286;Group19@287;0.8816666666666667;0.6849303286683233;0.7166903495694148;0.7738088500000001;0.8816666666666667;0.6849303286683233;0.7166903495694148;0.7738088500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
18.270;269;;270rounds;Yes;No;4;0.59964;0.92917;0.00000;0.24363;3.01187;Group19@288;Atlas3@289;AgentW@290;AgentBuyogMain@291;0.9291666666666667;0.6497308213786102;0.5996422232313594;0.8333326000000001;0.9291666666666667;0.6497308213786102;0.5996422232313594;0.8333326000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
12.881;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;Atlas3@292;Group19@293;AgentW@294;AgentBuyogMain@295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
