Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
18.080;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;AgentW@176;Atlas3@177;Group19@178;AgentBuyogMain@179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
24.517;271;;270rounds;Yes;No;4;0.21513;0.93084;0.00000;0.70214;2.70241;AgentBuyogMain@180;Atlas3@181;Group19@182;AgentW@183;0.6516666666666666;0.21513320911943556;0.93084468215562;0.9047610500000001;0.6516666666666666;0.21513320911943556;0.93084468215562;0.9047610500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
17.773;271;;270rounds;Yes;No;4;0.19881;0.95250;0.00000;0.65190;2.64968;Group19@184;Atlas3@185;AgentBuyogMain@186;AgentW@187;0.9525;0.1988099589846959;0.7126543527593511;0.7857135250000001;0.9525;0.1988099589846959;0.7126543527593511;0.7857135250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
18.762;270;;270rounds;Yes;No;4;0.64286;0.92857;0.00000;0.16661;3.07408;Atlas3@188;Group19@189;AgentBuyogMain@190;AgentW@191;0.7849999999999999;0.9285654723948509;0.7176566046946408;0.6428566;0.7849999999999999;0.9285654723948509;0.7176566046946408;0.6428566;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
19.534;269;;270rounds;Yes;No;4;0.42417;0.93398;0.09438;0.61540;2.49295;AgentW@192;AgentBuyogMain@193;Group19@194;Atlas3@195;0.4241666666666666;0.456226084335816;0.9339830009124418;0.6785708000000001;0.4241666666666666;0.456226084335816;0.9339830009124418;0.6785708000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
19.254;269;;270rounds;Yes;No;4;0.36352;0.85714;0.08015;0.52085;2.72647;AgentBuyogMain@196;AgentW@197;Group19@198;Atlas3@199;0.6833333333333332;0.36352019833460025;0.8224727972531201;0.8571421000000001;0.6833333333333332;0.36352019833460025;0.8224727972531201;0.8571421000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
14.095;270;;270rounds;Yes;No;4;0.42915;0.94048;0.00000;0.45089;2.91367;Group19@200;AgentW@201;AgentBuyogMain@202;Atlas3@203;0.8958333333333334;0.4291528300621356;0.6482067331217174;0.94047535;0.8958333333333334;0.4291528300621356;0.6482067331217174;0.94047535;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
13.696;259;;270rounds;Yes;No;4;0.56124;0.83794;0.00000;0.36153;2.89085;Atlas3@204;AgentW@205;AgentBuyogMain@206;Group19@207;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
12.483;270;;270rounds;Yes;No;4;0.38095;0.87675;0.14268;0.55026;2.40174;AgentW@208;Group19@209;AgentBuyogMain@210;Atlas3@211;0.4525;0.876748466205771;0.6915352098817312;0.380952075;0.4525;0.876748466205771;0.6915352098817312;0.380952075;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
11.877;255;;270rounds;Yes;No;4;0.70401;0.84001;0.00000;0.00000;3.15367;AgentBuyogMain@212;Group19@213;AgentW@214;Atlas3@215;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
