,NoAgreement_num,Dis_to_Nash,Dis_to_Pareto,Group19_Util_avg,Runtime_avg,Group19_wins,Social_Welfare,AgentBuyogMain_wins,AgentW_Util_avg,AgentBuyogMain_Util_avg,AgentW_wins,rounds_avg,Atlas3_Util_avg,Atlas3_wins,FileName
0,17.48062,247.79,35.0,4.0,19.0,42.0,0.799100908622,0.624302137062,0.707880022889,0.782454801431,0.0293718,0.2861781,2.9137384,20.0,party_result
1,17.48062,247.79,35.0,4.0,19.0,42.0,0.799100908622,0.624302137062,0.707880022889,0.782454801431,0.0293718,0.2861781,2.9137384,20.0,party_result
